제목,작성일,본문내용,링크,사진
2025학년도 1학기 연구실 온라인 안전교육 이수 안내 (안전 교육 대상자 별도 문자 발송!!),2025.04.30,*문자 받은 학생들은 ~25. 5. 16.(금)까지 반드시 연구실 온라인 안전교육 이수 바랍니다.,https://me.kangwon.ac.kr/mecha/community/notice.do?mode=view&articleNo=524505&article.offset=50&articleLimit=10,https://kchatsotrage.blob.core.windows.net/images/college_depts/%EA%B8%B0%EA%B3%84%EC%9D%98%EC%9A%A9_%EB%A9%94%EC%B9%B4%ED%8A%B8%EB%A1%9C%EB%8B%89%EC%8A%A4%EA%B3%B5%ED%95%99%EA%B3%BC/%EA%B8%B0%EA%B3%84%EC%9D%98%EC%9A%A9_%EB%A9%94%EC%B9%B4%ED%8A%B8%EB%A1%9C%EB%8B%89%EC%8A%A4%EA%B3%B5%ED%95%99%EA%B3%BC_2025%ED%95%99%EB%85%84%EB%8F%841%ED%95%99%EA%B8%B0%EC%97%B0%EA%B5%AC%EC%8B%A4%EC%98%A8%EB%9D%BC%EC%9D%B8%EC%95%88%EC%A0%84%EA%B5%90%EC%9C%A1%EC%9D%B4%EC%88%98%EC%95%88%EB%82%B4_20250430_0.jpg
2025학년도 하계 현장실습학기제 운영 안내,2025.04.29,"실습기간 | 인원(명) | 센터 지원사항 | 비고
4주(1차) | 2025. 6. 23.(월) ~ 2025. 7. 18.(금) | 00 | 사전교육/학점/장학금/상해보험/현장지도점검 | 자율현장실습학기제에 한해 장학금 지급
4주(2차) | 2025. 7. 21.(월) ~ 2025. 8. 18.(월) | 00
8주 | 2025. 6. 23.(월) ~ 2025. 8. 18.(월) | 00
구분 | 학생 지원
모집일정 | 2025. 5. 1.(수) ~ 5. 9.(금)
신청방법 | 현장실습온라인관리시스템(internship.kangwon.ac.kr)로그인 후 신청
가
.
프로그램명
: 2025
학년도 하계 현장실습학기제
*
「
교육부
,
대학생 현장실습학기제 운영규정 제
2
조
1
항
」
에 따라 현장실습기관 간 산학협력 관계를 기반으로 실시되는 학교 밖으로
연장된
경험학습을 위한 수업방법을 현장실습학기제라고 하고
,
표준현장실습학기제와 자율현장실습학기제로 구분
.
」
나
.
운영기간 및 모집인원
※
기관의 일정에 따라
2025. 6. 23.(
월
)
~
8. 31.(
일
)
기한 내 일정 조정 가능
※
4
주과정
(1
개월
), 8
주과정
(2
개월
)
현장실습학기제 기간 설정 가능
다
.
모집대상
:
전 학과
3
학년 이상 재학생
(
휴학생 포함
)
※
4
학기 이상 수료자에 한함
.
라
.
모집일정 및 신청방법
마
.
세부내용
:
붙임 파일 참조
가
.
프로그램명
: 2025
학년도 하계 현장실습학기제
가
.
프로그램명
: 2025
학년도 하계 현장실습학기제
*
「
교육부
,
대학생 현장실습학기제 운영규정 제
2
조
1
항
」
에 따라 현장실습기관 간 산학협력 관계를 기반으로 실시되는 학교 밖으로
연장된
경험학습을 위한 수업방법을 현장실습학기제라고 하고
,
표준현장실습학기제와 자율현장실습학기제로 구분
.
」
*
「
교육부
,
대학생 현장실습학기제 운영규정 제
2
조
1
항
」
에 따라 현장실습기관 간 산학협력 관계를 기반으로 실시되는 학교 밖으로
연장된
경험학습을 위한 수업방법을 현장실습학기제라고 하고
표준현장실습학기제와 자율현장실습학기제로 구분
나
.
운영기간 및 모집인원
나
운영기간 및 모집인원
※
기관의 일정에 따라
2025. 6. 23.(
월
)
~
8. 31.(
일
)
기한 내 일정 조정 가능
※
기관의 일정에 따라
2025. 6. 23.(
월
)
~
8. 31.(
일
기한 내 일정 조정 가능
※
4
주과정
(1
개월
), 8
주과정
(2
개월
)
현장실습학기제 기간 설정 가능
4
주과정
(1
개월
), 8
(2
현장실습학기제 기간 설정 가능
다
.
모집대상
:
전 학과
3
학년 이상 재학생
(
휴학생 포함
)
다
모집대상
:
전 학과
3
학년 이상 재학생
(
휴학생 포함
※
4
학기 이상 수료자에 한함
.
학기 이상 수료자에 한함
라
.
모집일정 및 신청방법
라
모집일정 및 신청방법
마
.
세부내용
:
붙임 파일 참조
마
세부내용
붙임 파일 참조",https://me.kangwon.ac.kr/mecha/community/notice.do?mode=view&articleNo=524450&article.offset=50&articleLimit=10,
[공지][수강]2025학년도 2학기 학부 수강신청 안내,2025.07.24,"#변경 사항#
- 자유선택
첨단신소재합성및분석실험2
(4740010), 전자세라믹스(4740016)
:
타학과 인정 교과목으로 추후 전공 인정 됨
#
주의 사항
#
1.
반드시 해당 학년의 교과목을 선택
- 교과목 수강인원 증원과 관련하여 수요조사는 학과홈페이지를 통해 진행 예정
- 단, 학년별 정원이 차지 않은 과목이 있을 경우 필수 이수 과목(교양과목은 제외)에 대해서만 수요조사 실시 예정
- 수강신청 기간(2025.08.12(화) ~ 08.14(목)) 종료 후 수요조사 실시 예정 : 재학생 및 복학생 대상 실시 예정
2.
꿈
-
설계상담제 변경 안내
- 교과목 운영방식
:
교과목 중심의
1
학점 전공선택
-
교과목명
(
수강대상
) :
진로탐색과 꿈
-
설계
(1
학년
1
학기
), 취업·창업
과 꿈
-
설계
(3
학년
2
학기/
동일과목 : 직업선택과 꿈-설계
)
- 수업시간
:
매주 수요일 8교시
(16:00 ~ 16:50)(고정)
-
재이수 처리
:
중복이수 불가
(
재이수 처리
)
-
진로탐색과 꿈
-
설계
(1
학년
1
학기
),  취업·창업과
꿈
-
설계
(3
학년
2
학기/동일과목 : 직업선택과 꿈-설계
)
는 졸업학점으로 인정하나
해당학기 최대 수강신청 학점에는 포함
하지 않음
- 꿈-설계 과목이 없는 학년 및 학기의 학생들의 경우 학과 필수로 꿈-설계상담 진행 예정이며, 개강 후 학과에서 별도 안내 및 배정 예정
3.
편법적인 수강신청 근절을 위한 조치사항
- 수강신청 클릭
40
회마다 보안문자 입력
- 편법적인 수강신청이 확인될 경우 수강신청 기간 중 수강신청 내역 전체 삭제 후 학과 통보
4.
재이수 제도 규정
- 근거
: 학사운영규정 제40조(성적평가),
학사
운영규정 제
46
조
(
교과목 재이수
)
- 내용
:
성적이 등급이
C+
이하인 경우에는 재이수 할 수 있으며
,
재이수로 취득할 수 있는 성적은
A0
이하이고
,
재이수하여 취득한 성적만을 인정
5. 기타 안내
- 엑셀 파일 아래 Sheet에 각 학년별로 구분 되어 있으니 참조하여 주시기 바랍니다.
- 수강신청에 대한 문의가 있으신 분은 일과시간(월~금 9시~18시(점심시간 12시~13시 제외))에 학과 사무실로 연락주시기 바랍니다.
- 개인 카톡 문의 및 조교 핸드폰으로 연락주시는 것은 받지 않습니다. 문의사항이 있으시면 학과사무실(033-250-6260)으로 연락주시기 바랍니다.
-
교육과정 개편으로 인하여 교과목 명칭, 이수해야 하는 과목들에 변동이 있습니다.
동일 과목을 확인
하시어 재이수 이수에 차질 없으시길 바랍니다
#변경 사항#
- 자유선택
첨단신소재합성및분석실험2
(4740010), 전자세라믹스(4740016)
:
타학과 인정 교과목으로 추후 전공 인정 됨
첨단신소재합성및분석실험2
(4740010), 전자세라믹스(4740016)
타학과 인정 교과목으로 추후 전공 인정 됨
#
주의 사항
#
#
주의 사항
1.
반드시 해당 학년의 교과목을 선택
1.
반드시 해당 학년의 교과목을 선택
- 교과목 수강인원 증원과 관련하여 수요조사는 학과홈페이지를 통해 진행 예정
- 단, 학년별 정원이 차지 않은 과목이 있을 경우 필수 이수 과목(교양과목은 제외)에 대해서만 수요조사 실시 예정
- 수강신청 기간(2025.08.12(화) ~ 08.14(목)) 종료 후 수요조사 실시 예정 : 재학생 및 복학생 대상 실시 예정
2.
꿈
-
설계상담제 변경 안내
2.
꿈
-
설계상담제 변경 안내
- 교과목 운영방식
:
교과목 중심의
1
학점 전공선택
- 교과목 운영방식
:
교과목 중심의
1
학점 전공선택
-
교과목명
(
수강대상
) :
진로탐색과 꿈
-
설계
(1
학년
1
학기
), 취업·창업
과 꿈
-
설계
(3
학년
2
학기/
동일과목 : 직업선택과 꿈-설계
)
교과목명
(
수강대상
) :
진로탐색과 꿈
설계
(1
학년
학기
), 취업·창업
과 꿈
(3
2
학기/
동일과목 : 직업선택과 꿈-설계
동일과목 : 직업선택과 꿈-설계
)
- 수업시간
:
매주 수요일 8교시
(16:00 ~ 16:50)(고정)
- 수업시간
매주 수요일 8교시
(16:00 ~ 16:50)(고정)
-
재이수 처리
:
중복이수 불가
(
재이수 처리
)
재이수 처리
중복이수 불가
-
진로탐색과 꿈
-
설계
(1
학년
1
학기
),  취업·창업과
꿈
-
설계
(3
학년
2
학기/동일과목 : 직업선택과 꿈-설계
)
는 졸업학점으로 인정하나
해당학기 최대 수강신청 학점에는 포함
하지 않음
),  취업·창업과
학기/동일과목 : 직업선택과 꿈-설계
는 졸업학점으로 인정하나
해당학기 최대 수강신청 학점에는 포함
하지 않음
- 꿈-설계 과목이 없는 학년 및 학기의 학생들의 경우 학과 필수로 꿈-설계상담 진행 예정이며, 개강 후 학과에서 별도 안내 및 배정 예정
3.
편법적인 수강신청 근절을 위한 조치사항
3.
편법적인 수강신청 근절을 위한 조치사항
- 수강신청 클릭
40
회마다 보안문자 입력
- 수강신청 클릭
40
회마다 보안문자 입력
- 편법적인 수강신청이 확인될 경우 수강신청 기간 중 수강신청 내역 전체 삭제 후 학과 통보
4.
재이수 제도 규정
4.
재이수 제도 규정
- 근거
: 학사운영규정 제40조(성적평가),
학사
운영규정 제
46
조
(
교과목 재이수
)
- 근거
: 학사운영규정 제40조(성적평가),
학사
운영규정 제
46
조
교과목 재이수
- 내용
:
성적이 등급이
C+
이하인 경우에는 재이수 할 수 있으며
,
재이수로 취득할 수 있는 성적은
A0
이하이고
,
재이수하여 취득한 성적만을 인정
- 내용
성적이 등급이
C+
이하인 경우에는 재이수 할 수 있으며
,
재이수로 취득할 수 있는 성적은
A0
이하이고
재이수하여 취득한 성적만을 인정
5. 기타 안내
- 엑셀 파일 아래 Sheet에 각 학년별로 구분 되어 있으니 참조하여 주시기 바랍니다.
- 수강신청에 대한 문의가 있으신 분은 일과시간(월~금 9시~18시(점심시간 12시~13시 제외))에 학과 사무실로 연락주시기 바랍니다.
- 개인 카톡 문의 및 조교 핸드폰으로 연락주시는 것은 받지 않습니다. 문의사항이 있으시면 학과사무실(033-250-6260)으로 연락주시기 바랍니다.
-
교육과정 개편으로 인하여 교과목 명칭, 이수해야 하는 과목들에 변동이 있습니다.
동일 과목을 확인
하시어 재이수 이수에 차질 없으시길 바랍니다
교육과정 개편으로 인하여 교과목 명칭, 이수해야 하는 과목들에 변동이 있습니다.
동일 과목을 확인
하시어 재이수 이수에 차질 없으시길 바랍니다",https://cms.kangwon.ac.kr/battery/community/notice.do?mode=view&articleNo=532206&article.offset=0&articleLimit=10,
[국립대학육성사업] 2025학년도 대학원생 국제학술대회 참가 지원 사업 신청 안내,2025.05.19,"구분 | 내용
지원 대상 | ‣일반대학원,전문대학원 및 특수대학원 재학생※수료생 제외
지원 내용 | ‣국제학술대회 참가 지원 장학금500,000원 지급본 사업 기간 중1인당1회 지원 가능접수하여 선발 완료된 자를 대상으로 개별 안내(이메일)후,매월 초 지급※예산 소진 시 조기마감 될 수 있음
지원 조건 | ‣국제학술대회에서 논문을 구두로 발표한 자(주저자)※포스터 발표 제외‣[예체능]초대전,초청연주,초청공연 등 국제학술행사에 출품 및 참가한 자
신청 서류 | 신청 기간 | 제출 방법
<붙임2>국제학술대회 참가지원사업 신청 서류 | 2025. 5. 19.(월) ~ 2026. 1. 30.(금) | 학과를 통한 공문 제출(학생→학과→대학원혁신과)
국립대학육성사업의 일환으로 대학원생 국제 학술 교류 참여 독려를 위한
「
2025
학년도 대학원생 국제학술대회 참가 지원 사업
」
을 아래와 같이 안내하오니
,
많은 관심과 참여 바랍니다.
가
.
주요내용
나
.
신청방법
-
제출기한
:
입국 후
14
일 이내
공문 제출
(
국내의 경우 행사 종료일 기준
14
일
)
※
학과는
<
붙임
2>
내
[
서식
1], [
서식
8]
을 공문으로 제출
,
신청 서류 원본은 별도 송부
※
2025. 3. 1. ~ 5. 19.
참가 실적의 경우
, 5
월 말일까지 신청 서류 제출
국립대학육성사업의 일환으로 대학원생 국제 학술 교류 참여 독려를 위한
「
2025
학년도 대학원생 국제학술대회 참가 지원 사업
」
을 아래와 같이 안내하오니
,
많은 관심과 참여 바랍니다.
「
2025
학년도 대학원생 국제학술대회 참가 지원 사업
」
을 아래와 같이 안내하오니
,
가
.
주요내용
가
.
주요내용
나
.
신청방법
나
신청방법
-
제출기한
:
입국 후
14
일 이내
공문 제출
(
국내의 경우 행사 종료일 기준
14
일
)
-
제출기한
:
입국 후
14
일 이내
공문 제출
(
국내의 경우 행사 종료일 기준
일
)
※
학과는
<
붙임
2>
내
[
서식
1], [
서식
8]
을 공문으로 제출
,
신청 서류 원본은 별도 송부
※
학과는
<
붙임
2>
내
[
서식
1], [
8]
을 공문으로 제출
신청 서류 원본은 별도 송부
※
2025. 3. 1. ~ 5. 19.
참가 실적의 경우
, 5
월 말일까지 신청 서류 제출
2025. 3. 1. ~ 5. 19.
참가 실적의 경우
, 5
월 말일까지 신청 서류 제출",https://cms.kangwon.ac.kr/battery/community/notice.do?mode=view&articleNo=526352&article.offset=0&articleLimit=10,
2025년 이공계 연구생활장려금(Stipend)지원 사업 신청 안내,2025.05.19,"구분 | 지원조건
공 통 | -「국가연구개발사업 연구개발비 사용 기준」에 따른석사·박사 학위과정(통합과정 포함)중인학생연구자및연구원과정생으로 등록한 수료생- 4대보험에 가입되어 있지 않은전일제학생연구자
매칭형 | -연구책임자가석사과정月660,000원,박사·석박사통합과정月900,000원매칭을확약한 학생연구자
선발형(교원당1명 지원) | -연구책임자계정이월금이1천만원 미만이며최초 임용일로부터5년 이내인교원이추천한 학생연구자-연구책임자계정 이월금이 없으며,연구과제 종료 후1년 동안 후속과제가 없는 전임교원이 추천한 학생연구자-기타특별지원이 필요한 경우사업추진위원회에서승인한 학생연구자※선발형은 최대1년까지만 지원가능하고, 1차년도는9개월(’25.6.~’26.2)지원
구분 | 매칭금액 및 재원 | 기관계정 지급
연구책임자 매칭 | 연구생활장려금
매칭형 | [금액]석사66만원/월,박사90만원/월 | 석사14만원/월,박사20만원/월 | [이공계 대학원생]석사80만원/월박사110만원/월
[재원]학생인건비,용역인건비, BK21장학금 등
선발형 | - | 석사80만원/월,박사110만원/월
2025
년 이공계 연구생활장려금
(Stipend)
지원 사업과 관련하여
이공계 전일제 대학원생
지원
을 위한
신청 안내
를 아래와 같이 하오니
,
희망하는 교원은
5
월
29
일
(
목
)
까지
신청서
를
제출
하여 주시기 바랍니다
.
가
.
지원대상
※
예산범위 내 선정 예정이며
,
선정 인원 미달 시
2
학기에 추가 선발
나
.
지원기간
: 2025.06. ~ 2026.02.(9
개월
)
다
.
제출자료
①
(
붙임
2) 2025
년 이공계연구생활장려금 지원신청서
②
건강보험자격득실확인서
③
(
붙임
3)
연구활동종사자
(
대학원생
)
지도교수 확인서
(
선발형 지원
일 경우만
)
라
.
신청기한
:
2025.05.29.(
목
) 18
시까지
바
.
지원내용
사
.
문의처
: (
춘천캠퍼스
)
정근일
(
내선
: 8285), (
삼척캠퍼스
)
심민경
(
내선
: 6537)
아
.
제출처
:
캠퍼스별 담당자
e-mail
제출
- (
춘천캠퍼스
) jung87@kangwon.ac.kr
﻿- (
삼척캠퍼스
) gyung1225@kangwon.ac.kr
2025
년 이공계 연구생활장려금
(Stipend)
지원 사업과 관련하여
2025
년 이공계 연구생활장려금
(Stipend)
지원 사업과 관련하여
이공계 전일제 대학원생
지원
을 위한
신청 안내
를 아래와 같이 하오니
,
이공계 전일제 대학원생
지원
을 위한
신청 안내
를 아래와 같이 하오니
,
희망하는 교원은
5
월
29
일
(
목
)
까지
신청서
를
제출
하여 주시기 바랍니다
.
희망하는 교원은
5
월
29
일
(
목
)
까지
신청서
를
제출
하여 주시기 바랍니다
.
가
.
지원대상
가
지원대상
※
예산범위 내 선정 예정이며
,
선정 인원 미달 시
2
학기에 추가 선발
※
예산범위 내 선정 예정이며
선정 인원 미달 시
2
학기에 추가 선발
나
.
지원기간
: 2025.06. ~ 2026.02.(9
개월
)
나
지원기간
: 2025.06. ~ 2026.02.(9
개월
다
.
제출자료
다
제출자료
①
(
붙임
2) 2025
년 이공계연구생활장려금 지원신청서
①
붙임
2) 2025
년 이공계연구생활장려금 지원신청서
②
건강보험자격득실확인서
②
건강보험자격득실확인서
③
(
붙임
3)
연구활동종사자
(
대학원생
)
지도교수 확인서
(
선발형 지원
일 경우만
)
③
3)
연구활동종사자
대학원생
지도교수 확인서
선발형 지원
일 경우만
라
.
신청기한
:
2025.05.29.(
목
) 18
시까지
라
신청기한
:
2025.05.29.(
) 18
시까지
바
.
지원내용
바
지원내용
사
.
문의처
: (
춘천캠퍼스
)
정근일
(
내선
: 8285), (
삼척캠퍼스
)
심민경
(
내선
: 6537)
사
문의처
: (
춘천캠퍼스
정근일
내선
: 8285), (
삼척캠퍼스
심민경
: 6537)
아
.
제출처
:
캠퍼스별 담당자
e-mail
제출
아
제출처
캠퍼스별 담당자
e-mail
- (
춘천캠퍼스
) jung87@kangwon.ac.kr
- (
) jung87@kangwon.ac.kr
﻿- (
삼척캠퍼스
) gyung1225@kangwon.ac.kr
﻿- (
) gyung1225@kangwon.ac.kr",https://cms.kangwon.ac.kr/battery/community/notice.do?mode=view&articleNo=526248&article.offset=0&articleLimit=10,
2025학년도 미술학과 로고 공모전,2025.07.15,,https://art.kangwon.ac.kr/art/community/notice.do?mode=view&articleNo=531274&article.offset=0&articleLimit=10,https://kchatsotrage.blob.core.windows.net/images/college_depts/%EB%AF%B8%EC%88%A0%ED%95%99%EA%B3%BC/%EB%AF%B8%EC%88%A0%ED%95%99%EA%B3%BC_2025%ED%95%99%EB%85%84%EB%8F%84%EB%AF%B8%EC%88%A0%ED%95%99%EA%B3%BC%EB%A1%9C%EA%B3%A0%EA%B3%B5%EB%AA%A8%EC%A0%84_20250715_0.png;https://kchatsotrage.blob.core.windows.net/images/college_depts/%EB%AF%B8%EC%88%A0%ED%95%99%EA%B3%BC/%EB%AF%B8%EC%88%A0%ED%95%99%EA%B3%BC_2025%ED%95%99%EB%85%84%EB%8F%84%EB%AF%B8%EC%88%A0%ED%95%99%EA%B3%BC%EB%A1%9C%EA%B3%A0%EA%B3%B5%EB%AA%A8%EC%A0%84_20250715_1.png;https://kchatsotrage.blob.core.windows.net/images/college_depts/%EB%AF%B8%EC%88%A0%ED%95%99%EA%B3%BC/%EB%AF%B8%EC%88%A0%ED%95%99%EA%B3%BC_2025%ED%95%99%EB%85%84%EB%8F%84%EB%AF%B8%EC%88%A0%ED%95%99%EA%B3%BC%EB%A1%9C%EA%B3%A0%EA%B3%B5%EB%AA%A8%EC%A0%84_20250715_2.png
재학생 이력 입력 안내,2025.05.28,미술학과 재학생 모두 메뉴얼에 따라 입력 부탁드립니다.,https://art.kangwon.ac.kr/art/community/notice.do?mode=view&articleNo=527365&article.offset=0&articleLimit=10,
2025학년도 2학기 국가 장학금 신청 안내,2025.05.28,,https://art.kangwon.ac.kr/art/community/notice.do?mode=view&articleNo=527363&article.offset=0&articleLimit=10,https://kchatsotrage.blob.core.windows.net/images/college_depts/%EB%AF%B8%EC%88%A0%ED%95%99%EA%B3%BC/%EB%AF%B8%EC%88%A0%ED%95%99%EA%B3%BC_2025%ED%95%99%EB%85%84%EB%8F%842%ED%95%99%EA%B8%B0%EA%B5%AD%EA%B0%80%EC%9E%A5%ED%95%99%EA%B8%88%EC%8B%A0%EC%B2%AD%EC%95%88%EB%82%B4_20250528_0.png
2025학년도 1학기 KCD 프로그램 - 미술학과 교직 특강,2025.05.28,"대상 | 미술학과 재학생
일시 | 2025. 5. 28.(수) 17:00 ~ 18:00
장소 | 문화예술2호관210호
내용 | ‘미술학과 교직’특강 진행
특강 강사 | 조송식 선생님
2025
학년도
1
학기
KCD
프로그램
미술학과 교직 특강
2025
학년도
1
학기
KCD
프로그램
2025
학년도
1
학기
KCD
프로그램
미술학과 교직 특강",https://art.kangwon.ac.kr/art/community/notice.do?mode=view&articleNo=527342&article.offset=0&articleLimit=10,https://kchatsotrage.blob.core.windows.net/images/college_depts/%EB%AF%B8%EC%88%A0%ED%95%99%EA%B3%BC/%EB%AF%B8%EC%88%A0%ED%95%99%EA%B3%BC_2025%ED%95%99%EB%85%84%EB%8F%841%ED%95%99%EA%B8%B0kcd%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%A8%EB%AF%B8%EC%88%A0%ED%95%99%EA%B3%BC%EA%B5%90%EC%A7%81%ED%8A%B9%EA%B0%95_20250528_0.jpg
25학년도 2학기 부ㆍ복수전공 신청 안내,2025.05.09,,https://art.kangwon.ac.kr/art/community/notice.do?mode=view&articleNo=525345&article.offset=0&articleLimit=10,https://kchatsotrage.blob.core.windows.net/images/college_depts/%EB%AF%B8%EC%88%A0%ED%95%99%EA%B3%BC/%EB%AF%B8%EC%88%A0%ED%95%99%EA%B3%BC_25%ED%95%99%EB%85%84%EB%8F%842%ED%95%99%EA%B8%B0%EB%B6%80%EB%B3%B5%EC%88%98%EC%A0%84%EA%B3%B5%EC%8B%A0%EC%B2%AD%EC%95%88%EB%82%B4_20250509_0.png
[공지][졸업예정자] 2024학년도 후기(2025.08졸업) 졸업대상자 본 졸업사정 결과 본인 확인 실시 안내,2025.07.24,"2024학년도 후기 졸업대상자(2025년 8월 졸업)의 본 졸업사정 결과 학생 확인(
온라인 실시)
기간을 아래와 같이 공지합니다.
□
확인대상
: 2024학년도 후기 졸업대상자 전체
(재학생,
수료생
,
학사학위취득유예, 졸업불가자 포함)
□
확인기간:
2025. 7. 25
(금
) 09:00 ~ 7.28(월) 18:00
□
확인방법: 온라인
□
접속경로
:
K-Cloud
→ 학부생서비스 → 교과 → 학적 → 졸업사정 결과확인
□
확인방법: 사정결과 확인 후 오른쪽 상단 [본인확인] 클릭
- 하단 비고란 내용(졸업불가 사유 등) 필히 확인
□
결과문의
:
사정결과에 이의가 있는 경우 기간 내
이메일 문의
# 문의:
ssim88@kangwon.ac.kr
메일 발송
* 유의사항
□
기한 내 학생이 확인하지 않은 경우
,
사정결과에 동의한 것으로 간주하여 사정결과
2025. 7. 28(월
) 18:00
자동 확정
□
본인 미확인으로 인한 불이익은 본인의 귀책사유로
졸업사정 결과 변동
불가
2024학년도 후기 졸업대상자(2025년 8월 졸업)의 본 졸업사정 결과 학생 확인(
온라인 실시)
기간을 아래와 같이 공지합니다.
2024학년도 후기 졸업대상자(2025년 8월 졸업)의 본 졸업사정 결과 학생 확인(
온라인 실시)
기간을 아래와 같이 공지합니다.
온라인 실시)
기간을 아래와 같이 공지합니다.
□
확인대상
: 2024학년도 후기 졸업대상자 전체
(재학생,
수료생
,
학사학위취득유예, 졸업불가자 포함)
□
확인대상
: 2024학년도 후기 졸업대상자 전체
(재학생,
수료생
,
학사학위취득유예, 졸업불가자 포함)
확인대상
: 2024학년도 후기 졸업대상자 전체
(재학생,
(재학생,
수료생
,
학사학위취득유예, 졸업불가자 포함)
□
확인기간:
2025. 7. 25
(금
) 09:00 ~ 7.28(월) 18:00
□
확인기간:
확인기간:
2025. 7. 25
(금
) 09:00 ~ 7.28(월) 18:00
□
확인방법: 온라인
확인방법: 온라인
□
접속경로
:
K-Cloud
→ 학부생서비스 → 교과 → 학적 → 졸업사정 결과확인
접속경로
:
K-Cloud
→ 학부생서비스 → 교과 → 학적 → 졸업사정 결과확인
□
확인방법: 사정결과 확인 후 오른쪽 상단 [본인확인] 클릭
- 하단 비고란 내용(졸업불가 사유 등) 필히 확인
□
확인방법: 사정결과 확인 후 오른쪽 상단 [본인확인] 클릭
확인방법: 사정결과 확인 후 오른쪽 상단 [본인확인] 클릭
- 하단 비고란 내용(졸업불가 사유 등) 필히 확인
□
결과문의
:
사정결과에 이의가 있는 경우 기간 내
이메일 문의
결과문의
사정결과에 이의가 있는 경우 기간 내
이메일 문의
# 문의:
ssim88@kangwon.ac.kr
메일 발송
* 유의사항
□
기한 내 학생이 확인하지 않은 경우
,
사정결과에 동의한 것으로 간주하여 사정결과
2025. 7. 28(월
) 18:00
자동 확정
□
기한 내 학생이 확인하지 않은 경우
,
사정결과에 동의한 것으로 간주하여 사정결과
기한 내 학생이 확인하지 않은 경우
사정결과에 동의한 것으로 간주하여 사정결과
2025. 7. 28(월
) 18:00
자동 확정
□
본인 미확인으로 인한 불이익은 본인의 귀책사유로
졸업사정 결과 변동
불가
□
본인 미확인으로 인한 불이익은 본인의 귀책사유로
본인 미확인으로 인한 불이익은 본인의 귀책사유로
졸업사정 결과 변동
불가
졸업사정 결과 변동",https://ie.kangwon.ac.kr/sme/community/notice.do?mode=view&articleNo=532215&article.offset=0&articleLimit=10,https://kchatsotrage.blob.core.windows.net/images/college_depts/%EC%8A%A4%EB%A7%88%ED%8A%B8%EC%82%B0%EC%97%85%EA%B3%B5%ED%95%99%EA%B3%BC/%EC%8A%A4%EB%A7%88%ED%8A%B8%EC%82%B0%EC%97%85%EA%B3%B5%ED%95%99%EA%B3%BC_2024%ED%95%99%EB%85%84%EB%8F%84%ED%9B%84%EA%B8%B0%EC%A1%B8%EC%97%85%EB%8C%80%EC%83%81%EC%9E%90%EB%B3%B8%EC%A1%B8%EC%97%85%EC%82%AC%EC%A0%95%EA%B2%B0%EA%B3%BC%EB%B3%B8%EC%9D%B8%ED%99%95%EC%9D%B8%EC%8B%A4%EC%8B%9C%EC%95%88%EB%82%B4_20250724_0.png;https://kchatsotrage.blob.core.windows.net/images/college_depts/%EC%8A%A4%EB%A7%88%ED%8A%B8%EC%82%B0%EC%97%85%EA%B3%B5%ED%95%99%EA%B3%BC/%EC%8A%A4%EB%A7%88%ED%8A%B8%EC%82%B0%EC%97%85%EA%B3%B5%ED%95%99%EA%B3%BC_2024%ED%95%99%EB%85%84%EB%8F%84%ED%9B%84%EA%B8%B0%EC%A1%B8%EC%97%85%EB%8C%80%EC%83%81%EC%9E%90%EB%B3%B8%EC%A1%B8%EC%97%85%EC%82%AC%EC%A0%95%EA%B2%B0%EA%B3%BC%EB%B3%B8%EC%9D%B8%ED%99%95%EC%9D%B8%EC%8B%A4%EC%8B%9C%EC%95%88%EB%82%B4_20250724_1.png
